Employee Number,Retention,Age,Gender,Education,Marital Status,Distance From Home,Hourly Rate,Daily Rate,Monthly Rate,Monthly Income,Percent Salary Hike,Education Field,Department,Job Role,Performance Rating,Standard Hours,Stock Option Level,BusinessTravel,Training Times Last Year,Over Time,Job Satisfaction,Job Involvement,Relationship Satisfaction,Environment Satisfaction,Work Life Balance,Num Companies Worked,Total Working Years,Years At Company,Job Level,Years Since Last Promotion,Years In Current Role,Years With Current Manager
1052,0,36,1,3,Divorced,15,81,660,7858,4834,14,Other,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,3,3,2,1,2,7,9,1,2,0,0,0
1053,0,26,1,3,Married,2,57,342,15346,2042,14,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,2,1,1,3,2,1,3,6,6,3,1,1,2,2
1055,1,34,0,4,Married,10,87,1333,18410,2220,19,Life Sciences,Sales,Sales Representative,3,80,1,Travel_Rarely,2,1,3,3,4,3,3,1,1,1,1,0,1,0
1056,1,28,1,1,Married,10,74,1144,23384,1052,22,Medical,Sales,Sales Representative,4,80,0,Travel_Rarely,5,0,2,3,2,4,3,1,1,1,1,0,0,0
1060,1,38,1,4,Married,3,44,1186,2997,2821,16,Other,Research & Development,Research Scientist,3,80,1,Travel_Frequently,2,0,3,3,1,3,3,3,8,2,1,2,2,2
1061,1,50,1,4,Married,2,62,1464,12853,19237,11,Medical,Research & Development,Research Director,3,80,1,Travel_Rarely,2,1,3,3,4,2,2,2,29,8,5,7,1,7
1062,1,37,0,3,Single,3,35,124,13848,4107,15,Other,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,3,0,2,3,1,4,2,3,8,4,2,0,3,1
1066,1,40,1,3,Married,26,74,300,22217,8396,14,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,1,3,2,3,2,1,8,7,2,7,7,5
1068,1,26,0,1,Divorced,1,66,921,25265,2007,13,Medical,Research & Development,Research Scientist,3,80,2,Travel_Frequently,5,0,3,2,3,1,3,1,5,5,1,1,3,3
1069,1,46,1,4,Divorced,1,40,430,21445,19627,17,Medical,Research & Development,Research Director,3,80,2,Travel_Rarely,0,0,4,3,4,4,3,9,23,2,5,2,2,2
1070,1,54,0,4,Married,2,41,1082,8392,10686,11,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,4,0,3,2,2,3,3,6,13,9,3,7,4,0
1071,1,56,0,3,Married,9,63,1240,12154,2942,19,Medical,Research & Development,Research Scientist,3,80,1,Travel_Frequently,4,0,3,3,2,1,3,2,18,5,1,0,4,3
1073,1,36,0,5,Single,12,51,796,15669,8858,11,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,0,4,2,2,4,2,0,15,14,3,7,8,8
1074,1,55,1,1,Single,2,40,444,17323,16756,15,Medical,Research & Development,Manager,3,80,0,Non-Travel,3,0,1,2,2,3,4,7,31,9,4,6,7,2
1076,1,43,1,3,Divorced,25,79,415,5268,10798,13,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,5,0,4,2,3,3,3,5,18,1,3,0,0,0
1077,0,20,0,3,Single,9,54,769,17205,2323,14,Marketing,Sales,Sales Representative,3,80,0,Travel_Frequently,3,1,4,3,2,4,3,1,2,2,1,0,2,2
1079,0,21,0,3,Single,10,36,1334,17258,1416,13,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,6,0,1,2,1,3,2,1,1,1,1,1,0,0
1080,1,46,0,4,Divorced,8,74,1003,21029,4615,23,Life Sciences,Research & Development,Research Scientist,4,80,3,Travel_Rarely,2,1,1,2,1,4,3,8,19,16,2,1,13,7
1081,0,51,1,4,Married,4,34,1323,10332,2461,12,Life Sciences,Research & Development,Research Scientist,3,80,3,Travel_Rarely,2,1,3,3,3,1,4,9,18,10,1,2,0,7
1082,0,28,1,2,Single,24,72,1366,12355,8722,12,Technical Degree,Research & Development,Healthcare Representative,3,80,0,Non-Travel,2,0,1,2,1,2,2,1,10,10,3,1,7,9
1083,1,26,1,2,Married,1,59,192,11141,3955,16,Medical,Research & Development,Laboratory Technician,3,80,2,Travel_Rarely,2,0,1,2,1,1,3,1,6,5,1,1,3,3
1084,1,30,1,3,Married,20,85,1176,9096,9957,15,Other,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,1,0,1,3,3,3,2,0,7,6,2,0,2,2
1085,1,41,0,2,Married,7,43,509,18863,3376,13,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,3,4,3,2,3,1,10,10,1,0,6,8
1088,1,38,0,1,Married,17,65,330,24608,8823,18,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,4,0,3,2,1,3,2,0,20,19,3,1,9,9
1092,1,40,1,4,Married,20,61,1492,26542,10322,20,Technical Degree,Research & Development,Healthcare Representative,4,80,1,Travel_Rarely,6,0,4,3,4,1,3,4,14,11,3,11,10,1
1094,1,27,1,5,Married,8,87,1277,5869,4621,19,Life Sciences,Research & Development,Laboratory Technician,3,80,3,Non-Travel,4,0,3,1,4,1,3,1,3,3,1,1,2,2
1096,1,55,1,1,Married,2,65,1091,15813,10976,18,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,4,0,2,3,2,4,3,3,23,3,3,1,2,2
1097,1,28,0,3,Single,10,59,857,7909,3660,13,Other,Research & Development,Research Scientist,3,80,0,Travel_Rarely,4,0,3,3,4,3,4,3,10,8,2,1,7,7
1098,0,44,1,2,Married,1,91,1376,2326,10482,14,Medical,Human Resources,Human Resources,3,80,1,Travel_Rarely,1,0,1,2,4,2,3,9,24,20,3,3,6,6
1099,1,33,1,3,Divorced,5,34,654,21214,7119,15,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,0,4,2,3,4,3,4,9,3,3,1,2,2
1100,0,35,1,3,Single,4,86,1204,10333,9582,22,Technical Degree,Sales,Sales Executive,4,80,0,Travel_Rarely,2,1,1,3,1,4,3,0,9,8,3,4,7,7
1101,0,33,0,4,Single,29,54,827,3129,4508,22,Medical,Research & Development,Research Scientist,4,80,0,Travel_Frequently,4,0,3,2,2,1,3,1,14,13,2,3,7,8
1102,1,28,1,2,Divorced,15,50,895,22482,2207,16,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,5,0,3,3,4,1,2,1,4,4,1,2,2,2
1103,1,34,1,1,Single,3,45,618,22266,7756,17,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Frequently,1,0,4,3,3,1,2,0,7,6,2,0,2,4
1105,1,37,0,4,Divorced,10,88,309,24223,6694,14,Life Sciences,Sales,Sales Executive,3,80,3,Travel_Rarely,5,1,4,2,3,4,3,2,8,1,2,0,0,0
1106,0,25,1,1,Married,4,32,1219,4605,3691,15,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,1,4,3,2,4,4,1,7,7,1,5,7,6
1107,0,26,1,3,Divorced,21,37,1330,19373,2377,20,Medical,Research & Development,Laboratory Technician,4,80,1,Travel_Rarely,0,0,3,3,3,1,2,1,1,1,1,0,1,0
1108,0,33,1,3,Single,25,55,1017,2993,2313,20,Medical,Research & Development,Research Scientist,4,80,0,Travel_Rarely,0,1,2,2,2,1,3,4,5,2,1,2,2,2
1109,1,42,1,2,Married,2,35,469,14399,17665,17,Medical,Research & Development,Manager,3,80,1,Travel_Rarely,3,0,1,3,4,4,3,0,23,22,4,13,6,7
1111,0,28,1,3,Divorced,1,45,1009,7160,2596,15,Medical,Research & Development,Laboratory Technician,3,80,2,Travel_Frequently,2,0,2,2,1,1,3,1,1,1,1,0,0,0
1113,0,50,1,4,Single,1,81,959,17251,4728,14,Other,Sales,Sales Executive,3,80,0,Travel_Frequently,4,1,3,3,4,4,3,3,5,0,2,0,0,0
1114,1,33,0,3,Married,7,30,970,13401,4302,17,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Frequently,3,0,2,3,3,4,3,0,4,3,2,0,2,2
1115,1,34,1,4,Married,3,40,697,22478,2979,17,Life Sciences,Research & Development,Research Scientist,3,80,3,Non-Travel,2,0,4,2,4,3,3,3,6,0,1,0,0,0
1116,1,48,1,4,Single,1,35,1262,16154,16885,22,Medical,Research & Development,Manager,4,80,0,Non-Travel,3,0,4,4,3,1,2,2,27,5,4,2,4,1
1117,1,45,0,4,Married,9,65,1050,17970,5593,13,Life Sciences,Sales,Sales Executive,3,80,1,Non-Travel,2,0,3,2,4,2,3,1,15,15,2,4,10,12
1118,1,52,1,4,Single,7,87,994,15322,10445,19,Life Sciences,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,4,0,2,3,4,2,3,7,18,8,3,4,6,0
1119,1,38,1,4,Divorced,10,73,770,5569,8740,14,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,2,1,3,2,2,3,3,0,9,8,3,2,7,7
1120,1,29,0,4,Divorced,28,93,1107,26968,2514,22,Life Sciences,Research & Development,Research Scientist,4,80,1,Travel_Rarely,1,0,4,3,1,3,3,4,11,7,1,1,5,7
1121,1,28,0,3,Divorced,3,93,950,8039,7655,17,Medical,Research & Development,Manufacturing Director,3,80,3,Travel_Rarely,3,0,2,3,2,4,2,0,10,9,3,1,7,7
1124,1,46,1,1,Married,3,52,406,15596,17465,12,Marketing,Sales,Manager,3,80,1,Travel_Rarely,3,0,3,3,4,1,3,3,23,12,4,4,9,9
1125,1,38,1,2,Single,2,32,130,20619,7351,16,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,2,3,3,4,3,7,10,1,3,0,0,0
1126,1,43,0,3,Married,27,83,1082,11535,10820,11,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,1,0,1,3,3,3,3,8,18,8,3,0,7,1
1127,0,39,1,3,Divorced,2,84,203,13547,12169,11,Life Sciences,Research & Development,Healthcare Representative,3,80,3,Travel_Frequently,4,0,4,3,4,1,3,7,21,18,4,11,7,5
1128,1,40,1,3,Single,14,44,1308,17544,19626,14,Medical,Research & Development,Research Director,3,80,0,Travel_Rarely,2,0,3,2,1,3,4,1,21,20,5,4,7,9
1131,1,21,0,1,Single,1,70,984,25326,2070,11,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,6,1,2,2,3,4,4,1,2,2,1,2,2,2
1132,1,39,1,3,Single,9,70,439,8770,6782,15,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Non-Travel,2,0,2,3,3,3,2,9,9,5,2,0,4,3
1133,1,36,1,4,Single,18,78,217,23238,7779,20,Life Sciences,Research & Development,Manufacturing Director,4,80,0,Non-Travel,0,0,4,3,1,1,3,2,18,11,2,0,9,9
1135,1,31,1,3,Married,20,67,793,21981,2791,12,Life Sciences,Sales,Sales Representative,3,80,1,Travel_Frequently,4,0,4,4,1,3,3,0,3,2,1,2,2,2
1136,1,28,1,1,Married,2,67,1451,19911,3201,17,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,2,2,1,1,1,0,6,5,1,0,3,4
1137,1,35,1,2,Divorced,11,54,1182,18500,4968,11,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,3,0,4,3,4,4,3,1,5,5,2,0,2,2
1138,1,49,1,4,Married,8,56,174,11879,13120,17,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,2,2,2,4,3,6,22,9,4,2,8,3
1140,1,34,1,2,Single,2,95,1003,15834,4033,11,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,3,0,3,3,4,4,2,2,5,3,2,0,2,2
1143,1,29,0,3,Divorced,10,61,490,17940,3291,14,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Frequently,2,0,2,3,4,4,2,0,8,7,1,1,5,1
1148,1,42,1,3,Single,29,56,188,9558,4272,19,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,4,1,1,2,3,4,16,1,2,0,0,0
1150,1,29,1,1,Married,8,79,718,17689,5056,15,Medical,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,2,1,4,2,3,2,2,1,10,10,2,1,7,2
1152,1,38,1,3,Married,1,37,433,6004,2844,13,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,2,0,3,4,4,3,4,1,7,7,1,5,6,0
1154,1,28,1,3,Divorced,6,39,773,22088,2703,14,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,2,1,3,2,4,3,3,1,3,3,1,0,1,2
1156,0,18,1,1,Single,8,80,247,13556,1904,12,Medical,Research & Development,Laboratory Technician,3,80,0,Non-Travel,0,0,3,3,4,3,3,1,0,0,1,0,0,0
1157,0,33,0,4,Single,9,77,603,18385,8224,17,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,1,1,3,1,1,3,0,6,5,2,0,2,3
1158,1,41,1,4,Married,12,46,167,9051,4766,11,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,4,1,4,3,1,2,3,3,6,1,1,0,0,0
1160,0,31,1,3,Married,15,72,874,6233,2610,12,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,5,0,3,3,3,3,2,1,2,2,1,2,2,2
1161,1,37,0,2,Divorced,25,52,367,17171,5731,13,Medical,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,2,0,4,2,3,3,3,7,9,6,2,1,2,3
1162,1,27,1,3,Married,6,55,199,7950,2539,13,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,0,0,3,2,3,4,3,1,4,4,1,2,2,2
1163,1,34,0,1,Married,9,70,1400,5829,5714,20,Life Sciences,Sales,Sales Executive,4,80,0,Travel_Rarely,3,0,3,3,1,2,2,1,6,6,2,1,5,3
1164,1,35,1,4,Single,8,100,528,7108,4323,17,Technical Degree,Human Resources,Human Resources,3,80,0,Travel_Rarely,2,0,3,3,2,3,1,1,6,5,1,1,4,4
1165,0,29,0,1,Married,23,45,408,11162,7336,13,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,1,2,1,4,1,1,11,11,3,3,8,10
1166,1,40,0,4,Single,9,88,593,13782,13499,17,Medical,Research & Development,Research Director,3,80,0,Travel_Frequently,3,0,3,3,3,2,2,9,20,18,3,2,7,13
1167,0,42,1,3,Single,12,44,481,2447,13758,12,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Frequently,2,1,1,3,2,3,2,0,22,21,4,13,9,14
1171,1,42,1,4,Single,4,45,647,2253,5155,13,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,3,0,1,3,4,2,4,7,9,6,2,1,4,5
1172,1,35,1,4,Married,1,58,982,16340,2258,12,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,3,2,2,4,3,6,10,8,1,1,0,7
1173,1,24,1,3,Single,24,49,477,6409,3597,22,Medical,Research & Development,Laboratory Technician,4,80,0,Travel_Rarely,2,0,2,3,4,4,3,8,6,4,1,1,3,2
1175,0,28,0,1,Married,12,79,1485,22955,2515,11,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,4,1,4,3,4,3,2,1,1,1,1,0,1,0
1177,1,26,1,4,Married,3,82,1384,13421,4420,22,Medical,Research & Development,Laboratory Technician,4,80,1,Travel_Rarely,2,0,4,4,2,1,3,1,8,8,1,0,7,7
1179,1,30,1,3,Married,10,72,852,2706,6578,18,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,3,2,1,3,3,1,10,10,2,1,3,4
1180,1,40,0,2,Married,26,92,902,21203,4422,13,Medical,Research & Development,Research Scientist,3,80,1,Travel_Frequently,3,1,4,2,4,3,1,3,16,1,2,0,1,0
1182,1,35,1,3,Divorced,2,44,819,19588,10274,18,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,2,0,2,2,2,3,4,2,15,7,3,6,7,4
1184,1,34,1,3,Single,1,97,669,25755,5343,20,Medical,Research & Development,Healthcare Representative,4,80,0,Travel_Frequently,3,0,1,2,3,4,3,0,14,13,2,4,9,9
1185,1,35,1,4,Married,4,47,636,26537,2376,13,Other,Research & Development,Laboratory Technician,3,80,1,Travel_Frequently,2,0,4,2,2,4,4,1,2,2,1,2,2,2
1188,0,43,0,3,Single,9,85,1372,9489,5346,13,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,3,1,2,1,2,8,7,4,2,1,3,3
1190,1,32,0,1,Divorced,2,76,862,14947,2827,12,Life Sciences,Sales,Sales Representative,3,80,3,Non-Travel,3,0,1,3,3,3,3,1,1,1,1,0,0,0
1191,1,56,0,4,Divorced,4,92,718,18575,19943,13,Technical Degree,Research & Development,Manager,3,80,1,Travel_Rarely,2,0,1,3,4,4,3,4,28,5,5,4,2,2
1192,1,29,0,1,Married,6,54,1401,26342,3131,13,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,5,0,4,3,1,2,3,1,10,10,1,0,8,8
1193,1,19,1,2,Single,9,54,645,7172,2552,25,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Rarely,4,0,1,3,3,3,3,1,1,1,1,0,1,0
1195,1,45,0,3,Married,7,83,1457,20100,4477,19,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,1,3,3,3,1,2,4,7,3,1,0,2,2
1196,1,37,0,3,Married,1,56,977,9961,6474,13,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,2,0,4,2,2,4,2,1,14,14,2,3,8,11
1198,1,20,1,3,Single,3,87,805,12828,3033,12,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,3,2,1,1,2,1,2,2,1,1,2,2
1200,0,44,1,4,Single,10,96,1097,10826,2936,11,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,4,1,3,3,3,3,3,1,6,6,1,0,4,2
1201,1,53,0,2,Divorced,7,50,1223,18640,18606,18,Medical,Research & Development,Manager,3,80,1,Travel_Rarely,6,0,3,3,2,4,3,3,26,7,5,4,7,7
1202,1,29,0,1,Married,15,69,942,26933,2168,18,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,1,4,1,1,2,2,0,6,5,1,1,4,3
1203,0,22,1,4,Married,3,48,1256,4223,2853,11,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Frequently,5,1,4,2,2,3,3,0,1,0,1,0,0,0
1204,1,46,0,3,Married,2,69,1402,24097,17048,23,Marketing,Sales,Manager,4,80,0,Travel_Rarely,2,0,1,3,1,3,3,8,28,26,4,15,15,9
1206,1,44,1,3,Single,17,74,111,4279,2290,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Non-Travel,3,0,3,1,4,4,3,2,6,0,1,0,0,0
1207,1,33,1,3,Married,2,99,147,8429,3600,13,Human Resources,Human Resources,Human Resources,3,80,1,Travel_Rarely,2,0,3,3,4,2,3,1,5,5,1,1,4,4
1210,0,41,1,2,Divorced,5,95,906,20293,2107,17,Life Sciences,Research & Development,Research Scientist,3,80,1,Non-Travel,2,0,1,2,1,1,1,6,5,1,1,0,0,0
1211,1,30,1,4,Divorced,29,61,1329,13192,4115,19,Life Sciences,Sales,Sales Executive,3,80,3,Travel_Rarely,3,0,1,3,3,3,3,8,8,4,2,0,3,3
1212,1,40,1,4,Married,2,62,1184,25440,4327,12,Medical,Sales,Sales Executive,3,80,3,Travel_Frequently,2,0,2,3,4,2,3,5,5,0,2,0,0,0
1215,1,50,0,3,Married,2,30,1421,9490,17856,22,Medical,Research & Development,Manager,4,80,1,Travel_Frequently,3,0,1,3,3,4,3,2,32,2,4,2,2,2
1216,1,28,1,4,Married,19,78,1179,12449,3196,12,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,2,0,1,2,3,4,3,1,6,6,1,3,5,3
1217,1,46,1,2,Married,15,52,1450,10849,19081,11,Life Sciences,Research & Development,Research Director,3,80,1,Travel_Rarely,2,0,2,3,1,4,3,5,25,4,5,0,2,3
1218,1,35,1,4,Married,17,94,1361,21026,8966,15,Life Sciences,Sales,Sales Executive,3,80,3,Travel_Rarely,2,1,1,3,4,3,3,3,15,7,2,1,7,7
1219,0,24,0,2,Married,17,97,984,3372,2210,13,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,3,0,2,3,1,4,1,1,1,1,1,0,0,0
1220,1,33,0,3,Married,25,82,1146,4905,4539,12,Medical,Sales,Sales Executive,3,80,1,Travel_Frequently,3,0,3,3,1,2,2,1,10,10,2,0,7,1
1221,1,36,1,4,Divorced,6,60,917,6865,2741,14,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,4,0,3,1,3,3,3,1,7,7,1,1,7,7
1224,1,30,1,4,Divorced,7,49,853,11309,3491,13,Life Sciences,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,4,0,3,3,1,3,2,1,10,10,2,8,7,9
1225,1,44,1,4,Single,29,32,200,7744,4541,25,Other,Research & Development,Research Scientist,4,80,0,Travel_Rarely,3,0,4,3,2,4,3,1,20,20,2,13,11,17
1226,1,20,1,3,Single,21,43,654,5050,2678,17,Marketing,Sales,Sales Representative,3,80,0,Travel_Rarely,2,0,4,4,4,3,3,1,2,2,1,2,1,2
1228,1,46,1,4,Divorced,2,60,150,17433,7379,11,Technical Degree,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,4,3,3,4,2,2,12,6,2,1,3,4
1231,1,42,1,5,Married,2,79,179,12858,6272,16,Medical,Human Resources,Human Resources,3,80,1,Non-Travel,3,0,1,4,1,4,4,7,10,4,2,0,3,3
1233,1,60,1,4,Divorced,7,52,696,10893,5220,18,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,3,1,4,4,2,2,3,0,12,11,2,1,7,9
1234,1,32,0,3,Married,13,77,116,7331,2743,20,Other,Research & Development,Laboratory Technician,4,80,1,Travel_Frequently,2,0,2,2,3,3,3,1,2,2,1,2,2,2
1235,1,32,0,2,Single,2,38,1316,2338,4998,14,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,1,3,3,4,4,3,4,10,8,2,0,7,7
1237,1,36,0,3,Divorced,1,77,363,4235,10252,21,Technical Degree,Research & Development,Manufacturing Director,4,80,1,Travel_Rarely,2,1,1,1,3,3,3,2,17,7,3,7,7,7
1238,1,33,1,3,Married,9,60,117,6311,2781,13,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,5,0,4,3,2,1,3,0,15,14,1,4,10,10
1239,1,40,0,3,Divorced,10,84,107,11591,6852,12,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,2,2,2,2,4,7,7,5,2,1,1,3
1240,1,25,1,4,Single,10,57,1356,20623,4950,14,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,4,0,4,3,2,3,3,0,5,4,2,1,3,1
1241,1,30,1,3,Married,1,63,1465,9369,3579,21,Medical,Research & Development,Research Scientist,4,80,1,Travel_Rarely,2,1,2,3,1,4,3,0,12,11,1,5,9,7
1242,1,42,0,5,Married,26,60,458,23281,13191,17,Medical,Research & Development,Research Director,3,80,0,Travel_Frequently,6,1,1,3,3,1,3,3,20,1,3,0,0,0
1243,1,35,0,2,Married,8,78,1212,13755,10377,11,Marketing,Sales,Sales Executive,3,80,1,Non-Travel,6,1,4,2,2,3,2,4,16,13,3,4,2,12
1244,1,27,1,3,Married,14,42,1103,14377,2235,14,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Rarely,3,1,1,3,4,1,2,1,9,9,1,6,7,8
1245,1,54,0,4,Divorced,1,53,966,9659,10502,17,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,2,0,3,3,1,4,1,7,33,5,3,1,4,4
1246,1,44,0,1,Married,2,72,1117,19982,2011,13,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,5,0,4,4,4,1,3,1,10,10,1,7,5,7
1248,0,19,0,3,Single,10,96,504,6148,1859,25,Medical,Research & Development,Research Scientist,4,80,0,Non-Travel,2,1,2,2,2,1,4,1,1,1,1,0,1,0
1249,1,29,0,3,Divorced,1,97,1010,5598,3760,15,Life Sciences,Research & Development,Research Scientist,3,80,3,Travel_Rarely,5,0,4,3,1,1,3,1,3,3,1,1,2,2
1250,1,54,1,3,Married,3,85,685,23474,17779,14,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,2,0,4,3,1,4,3,3,36,10,4,0,9,9
1251,1,31,1,2,Married,11,80,1332,17089,6833,12,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,1,1,3,4,3,2,1,6,6,2,0,5,1
1252,1,31,0,3,Single,24,96,1062,17198,6812,19,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,1,2,2,3,3,1,10,10,2,1,9,8
1254,1,59,0,3,Single,3,48,326,16490,5171,17,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,4,2,4,3,3,5,13,6,2,0,1,5
1255,1,43,1,3,Married,3,96,920,18625,19740,14,Life Sciences,Research & Development,Research Director,3,80,1,Travel_Rarely,2,0,4,1,2,3,3,3,25,8,5,0,7,7
1256,1,49,1,2,Married,4,85,1098,12124,18711,13,Medical,Research & Development,Manager,3,80,1,Travel_Rarely,2,0,3,2,3,1,4,2,23,1,5,0,0,0
1257,1,36,1,3,Married,3,46,469,9256,3692,12,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Frequently,2,0,2,3,3,3,2,1,12,11,1,0,10,7
1258,1,48,1,2,Single,2,76,969,16620,2559,11,Technical Degree,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,4,0,2,4,3,4,2,5,7,1,1,0,0,0
1259,1,27,1,2,Divorced,4,76,1167,3208,2517,11,Life Sciences,Research & Development,Research Scientist,3,80,3,Travel_Rarely,2,0,3,3,2,1,3,1,5,5,1,0,3,3
1260,1,29,1,3,Divorced,7,82,1329,4204,6623,11,Life Sciences,Research & Development,Healthcare Representative,3,80,2,Travel_Rarely,2,1,4,3,2,3,3,1,6,6,2,1,0,0
1263,1,48,1,3,Single,1,76,715,8733,18265,12,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,4,2,3,4,4,6,25,1,5,0,0,0
1264,1,29,0,3,Divorced,1,87,694,3423,16124,14,Life Sciences,Research & Development,Research Director,3,80,2,Travel_Rarely,2,0,4,2,2,4,2,3,9,7,4,1,7,7
1265,1,34,0,3,Married,20,89,1320,21643,2585,17,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,5,0,3,4,4,3,2,0,2,1,1,0,0,0
1267,1,44,1,3,Married,5,88,1099,8751,18213,11,Marketing,Sales,Manager,3,80,1,Travel_Rarely,5,0,2,3,3,2,3,7,26,22,5,3,9,10
1268,1,33,1,5,Divorced,10,82,536,21708,8380,14,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,1,3,4,4,4,3,0,10,9,3,0,8,8
1269,1,19,0,3,Single,25,57,265,21221,2994,12,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,1,4,4,4,2,3,1,1,1,1,0,0,1
1270,1,23,1,2,Married,1,47,373,16901,1223,22,Life Sciences,Research & Development,Research Scientist,4,80,1,Travel_Rarely,2,0,3,3,4,4,3,1,1,1,1,0,0,1
1273,0,25,1,1,Single,24,73,599,8040,1118,14,Life Sciences,Sales,Sales Representative,3,80,0,Travel_Frequently,4,1,4,1,4,3,3,1,1,1,1,1,0,0
1275,1,26,1,2,Single,4,53,583,9973,2875,20,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Rarely,2,1,4,3,2,3,2,1,8,8,1,2,5,2
